93.35484	17.410805	-68.56831	-54.126286	47.369385	-46.75454	65.16405	69.46413	77.43498	62.068634	
23.437538	9.206032	-14.231003	-25.796005	-60.532665	-34.454308	-99.81037	-89.431046	47.634964	66.56439	
-73.0082	2.6925201	-19.552994	99.85033	-99.864044	-50.33319	-42.36659	15.793648	51.614487	-88.54656	
32.63054	60.732162	80.180984	48.279205	-5.2433014	-18.405113	9.873833	-5.1188736	-8.039513	-51.936413	
43.633484	14.889801	97.1098	86.65408	-78.37719	-85.915665	26.526451	-48.019253	82.55669	41.653595	
97.11449	-22.083199	46.501846	-93.38224	-79.635925	75.12047	39.415268	-46.506382	-51.75718	56.819016	
66.46982	39.038467	-43.852806	-17.196808	-80.5847	33.020966	-51.564587	78.88524	-67.58997	23.606476	
57.482758	97.84271	-56.36891	-24.101212	60.69812	-14.042809	92.346344	-5.136505	-77.34989	-29.85991	
1.9583359	-53.69072	-29.369904	-86.58293	40.875534	47.487198	-0.9901428	45.946014	90.12802	-51.527573	
66.1427	75.12193	-92.258514	73.73299	-29.060219	37.651947	96.46127	7.70401	76.387405	70.36659	
